Entry	Info			Status	Organism	Organism ID
A0A2V8UC74	E-value: 6.2E-57;	Score: 504;	Ident.: 34.1%		unreviewed	Acidobacteria bacterium	1978231
A0A2S7T8N2	E-value: 6.4E-57;	Score: 504;	Ident.: 32.7%		unreviewed	Aureicoccus marinus	754435
A0A317F0E5	E-value: 6.4E-57;	Score: 504;	Ident.: 34.9%		unreviewed	Pedobacter sp. R-8	2203212
A0A1I5SRD3	E-value: 6.6E-57;	Score: 504;	Ident.: 34.7%		unreviewed	Siccationidurans arizonensis	1227077
A0A2W7R8D8	E-value: 6.6E-57;	Score: 503;	Ident.: 35.6%		unreviewed	Algoriphagus ratkowskyi	57028
E4TS17	E-value: 6.6E-57;	Score: 503;	Ident.: 33.9%		unreviewed	Marivirga tractuosa (strain ATCC 23168 / DSM 4126 / NBRC 15989 / NCIMB 1408 / VKM B-1430 / H-43) (Microscilla tractuosa) (Flexibacter tractuosus)	643867
A0A1J5AQT5	E-value: 6.6E-57;	Score: 503;	Ident.: 33.2%		unreviewed	Bacteroidetes bacterium CG2_30_33_31	1805033
A0A2V6GE28	E-value: 6.6E-57;	Score: 503;	Ident.: 33.2%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2V5M4P3	E-value: 6.6E-57;	Score: 503;	Ident.: 33.2%		unreviewed	Verrucomicrobia bacterium	2026799
A0A1H5J604	E-value: 6.7E-57;	Score: 504;	Ident.: 35.0%		unreviewed	Salinimicrobium catena	390640
V6M5R6	E-value: 6.7E-57;	Score: 503;	Ident.: 34.9%		unreviewed	Brevibacillus panacihumi W25	1408254
A0A1M7LZW8	E-value: 7.1E-57;	Score: 504;	Ident.: 34.5%		unreviewed	Salegentibacter salegens	143223
A0A2N5GLG4	E-value: 7.9E-57;	Score: 503;	Ident.: 34.8%		unreviewed	Bacillus canaveralius	1403243
A0A0C2S083	E-value: 7.9E-57;	Score: 503;	Ident.: 34.2%		unreviewed	Jeotgalibacillus campisalis	220754
A0A257B0H6	E-value: 7.9E-57;	Score: 503;	Ident.: 35.8%		unreviewed	Chloracidobacterium sp. CP2_5A	2012633
A0A1N7ERR1	E-value: 8.1E-57;	Score: 503;	Ident.: 34.1%		unreviewed	Bacillus cereus	1396
Q01YY4	E-value: 8.8E-57;	Score: 503;	Ident.: 34.4%		unreviewed	Solibacter usitatus (strain Ellin6076)	234267
A0A127V7T6	E-value: 8.8E-57;	Score: 503;	Ident.: 34.6%		unreviewed	Pedobacter cryoconitis	188932
A0A2V8UGL5	E-value: 8.8E-57;	Score: 503;	Ident.: 34.3%		unreviewed	Acidobacteria bacterium	1978231
A0A2E4IFI5	E-value: 8.8E-57;	Score: 502;	Ident.: 33.1%		unreviewed	Euryarchaeota archaeon	2026739
A0A2G5KP10	E-value: 9.0E-57;	Score: 503;	Ident.: 33.8%		unreviewed	Maribacter sp. 4G9	1889777
A0A1V5GA39	E-value: 9.0E-57;	Score: 503;	Ident.: 33.8%		unreviewed	Bacteroidetes bacterium ADurb.BinA245	1852818
A0A127B6L7	E-value: 9.3E-57;	Score: 502;	Ident.: 33.5%		unreviewed	Rufibacter sp. DG15C	1379909
A0A1M7Z5W6	E-value: 9.3E-57;	Score: 502;	Ident.: 33.2%		unreviewed	Algoriphagus zhangzhouensis	1073327
A0A2E8WWN8	E-value: 9.5E-57;	Score: 503;	Ident.: 35.0%		unreviewed	Crocinitomicaceae bacterium	2026728
A0A2D5D158	E-value: 9.5E-57;	Score: 503;	Ident.: 33.9%		unreviewed	Balneola sp.	2024824
A1ZF21	E-value: 9.5E-57;	Score: 502;	Ident.: 32.7%		unreviewed	Microscilla marina ATCC 23134	313606
A0A316K582	E-value: 9.7E-57;	Score: 503;	Ident.: 34.7%		unreviewed	Roseivirga sp. XM-24bin3	2133949
A0A1I0RMB7	E-value: 9.7E-57;	Score: 503;	Ident.: 34.7%		unreviewed	Fabibacter pacificus	1267423
A0A1Z4H1E6	E-value: 10E-57;	Score: 502;	Ident.: 36.3%		unreviewed	Calothrix sp. NIES-2100	1954172
A0A268JZH2	E-value: 11E-57;	Score: 502;	Ident.: 35.2%		unreviewed	Bacillus sp. 7884-1	2021693
J8FR28	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus cereus VD102	1053228
A0A243IG38	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus thuringiensis subsp. konkukian	180856
A0A1J9YCR5	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus sp. MN5	368294
A0A0K6MGG3	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus subtilis	1423
A0A2S9XTB3	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus sp. M21	1155617
A0A158RRG1	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus cereus (strain 03BB102)	572264
B7JLD7	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus cereus (strain AH820)	405535
A0A2N1JSU8	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus sp. SN10	2056493
Q63GY1	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus cereus (strain ZK / E33L)	288681
B7HRX9	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus cereus (strain AH187)	405534
D8GYK8	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus cereus var. anthracis (strain CI)	637380
A0A243HZG8	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus thuringiensis serovar thailandensis	1042874
A0A243AY67	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus thuringiensis serovar pingluonsis	180881
A0A243D2S2	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus thuringiensis serovar vazensis	180867
B3ZDF9	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus cereus NVH0597-99	451707
F0PT97	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus thuringiensis subsp. finitimus (strain YBT-020)	930170
A0A229MC84	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus sp. KbaB1	1972845
A0A109FRY7	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus cereus	1396
A0A1T2PTX0	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus cereus	1396
A0A0B6BF55	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus thuringiensis	1428
B3ZSP6	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus cereus 03BB108	451709
J8G5G6	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus cereus MSX-D12	1053222
A0A1J9Z4J1	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus sp. EB422	1120337
B9J0M5	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus cereus (strain Q1)	361100
Q73EU8	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus cereus (strain ATCC 10987 / NRS 248)	222523
A0A243NAK0	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus thuringiensis serovar canadensis	180855
Q6HPF2	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus thuringiensis subsp. konkukian (strain 97-27)	281309
A0A2K8ZJD5	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus sp. HBCD-sjtu	2053832
A0A1S9B8B8	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Klebsiella pneumoniae	573
A0A154ARQ7	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus sp. GZT	936600
A0A2Z2CU91	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus sp. ABP14	1892404
A0A0T8X087	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Streptococcus pneumoniae	1313
A0A1S0QS93	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus anthracis	1392
A0A0G8BWS8	E-value: 11E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus cereus	1396
A0A2N0YD72	E-value: 12E-57;	Score: 502;	Ident.: 33.7%		unreviewed	Bacillus sp. BA3	2057910
A0A1X7HYE6	E-value: 12E-57;	Score: 502;	Ident.: 34.6%		unreviewed	Sphingobacterium psychroaquaticum	561061
A0A1G9V0C8	E-value: 12E-57;	Score: 502;	Ident.: 34.4%		unreviewed	Siphonobacter aquaeclarae	563176
A0A1T4SV40	E-value: 12E-57;	Score: 502;	Ident.: 35.2%		unreviewed	Chitinophaga eiseniae	634771
A0A327SQS6	E-value: 12E-57;	Score: 502;	Ident.: 34.6%		unreviewed	Pedobacter cryoconitis	188932
A0A1M3IIE4	E-value: 12E-57;	Score: 502;	Ident.: 34.5%		unreviewed	Bacteroidetes bacterium 43-93	1895924
A0A1W2CAR3	E-value: 13E-57;	Score: 502;	Ident.: 35.2%		unreviewed	Chryseobacterium sp. YR221	1500293
A0A1Q3XCJ5	E-value: 13E-57;	Score: 502;	Ident.: 34.0%		unreviewed	Bacteroidetes bacterium 46-16	1895925
A0A177XNM2	E-value: 13E-57;	Score: 501;	Ident.: 34.1%		unreviewed	Brevibacillus sp. SKDU10	1247872
A0A2D1L308	E-value: 13E-57;	Score: 501;	Ident.: 34.6%		unreviewed	Brevibacillus laterosporus DSM 25	1121121
A0A1M6XIS0	E-value: 13E-57;	Score: 502;	Ident.: 34.7%		unreviewed	Hymenobacter psychrotolerans DSM 18569	1121959
A0A2W7R0L9	E-value: 13E-57;	Score: 501;	Ident.: 35.0%		unreviewed	Algoriphagus chordae	237019
A0A0N0SNX1	E-value: 15E-57;	Score: 502;	Ident.: 35.6%		unreviewed	Streptomyces sp. XY431	1415562
A0A1V9EFI7	E-value: 15E-57;	Score: 501;	Ident.: 34.8%		unreviewed	Niastella yeongjuensis	354355
A0A2G6G5I4	E-value: 16E-57;	Score: 500;	Ident.: 34.6%		unreviewed	bacterium DOLZORAL124_64_63	2044883
A0A2N5FAJ8	E-value: 16E-57;	Score: 501;	Ident.: 33.6%		unreviewed	Bacillus sp. UMB0893	2066053
C2VN24	E-value: 16E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus cereus Rock3-42	526985
C2MF68	E-value: 16E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus cereus m1293	526973
C2TAQ7	E-value: 16E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus cereus 95/8201	526979
C2RY10	E-value: 16E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus cereus BDRD-ST26	526975
C3FXF9	E-value: 16E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus thuringiensis serovar andalousiensis BGSC 4AW1	527032
C2NC17	E-value: 16E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus cereus BGSC 6E1	526970
C3GDA4	E-value: 16E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus thuringiensis serovar pondicheriensis BGSC 4BA1	527029
A0A2A8FBI2	E-value: 16E-57;	Score: 501;	Ident.: 33.8%		unreviewed	Bacillus wiedmannii	1890302
A0A1H4EPQ3	E-value: 16E-57;	Score: 501;	Ident.: 35.5%		unreviewed	Thalassobacillus cyri	571932
A0A1I7GUQ2	E-value: 17E-57;	Score: 501;	Ident.: 34.7%		unreviewed	Pontibacter akesuensis	388950
A0A2V9MR38	E-value: 17E-57;	Score: 501;	Ident.: 33.3%		unreviewed	Acidobacteria bacterium	1978231
A0A0F7R962	E-value: 18E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus anthracis	1392
A0R8T9	E-value: 18E-57;	Score: 502;	Ident.: 34.1%		unreviewed	Bacillus thuringiensis (strain Al Hakam)	412694
A0A142HF76	E-value: 18E-57;	Score: 501;	Ident.: 33.5%		unreviewed	Hymenobacter sp. PAMC 26554	1484116
A0A267TAM6	E-value: 18E-57;	Score: 501;	Ident.: 33.2%		unreviewed	Flectobacillus sp. BAB-3569	1509483
A0A1M7H5W4	E-value: 18E-57;	Score: 501;	Ident.: 35.2%		unreviewed	Chryseobacterium contaminans	1423959
A0A2P8HIV9	E-value: 18E-57;	Score: 501;	Ident.: 35.2%		unreviewed	Chitinophaga niastensis	536980
A0A0D5YTD5	E-value: 18E-57;	Score: 501;	Ident.: 33.0%		unreviewed	Muricauda lutaonensis	516051
A0A2E3SG39	E-value: 18E-57;	Score: 501;	Ident.: 33.0%		unreviewed	Muricauda sp.	192149
A0A239I5W2	E-value: 18E-57;	Score: 500;	Ident.: 34.5%		unreviewed	Pontibacter ummariensis	1610492
A0A1W2H8E5	E-value: 18E-57;	Score: 500;	Ident.: 33.6%		unreviewed	Aquiflexum balticum DSM 16537	758820
A0A1X7IQV5	E-value: 18E-57;	Score: 500;	Ident.: 33.3%		unreviewed	Marivirga sericea	1028
A0A180EMM9	E-value: 19E-57;	Score: 501;	Ident.: 35.0%		unreviewed	Lewinella sp. 4G2	1803372
A0A2V5MDM0	E-value: 19E-57;	Score: 501;	Ident.: 33.0%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2B9AV51	E-value: 22E-57;	Score: 500;	Ident.: 34.5%		unreviewed	Bacillus sp. AFS053548	2033505
A0A151USZ1	E-value: 23E-57;	Score: 500;	Ident.: 34.1%		unreviewed	Bacillus cereus	1396
A0A2B4F8A8	E-value: 23E-57;	Score: 500;	Ident.: 34.1%		unreviewed	Bacillus sp. AFS059628	2033508
A0A0M0G197	E-value: 23E-57;	Score: 500;	Ident.: 35.1%		unreviewed	Sporosarcina globispora (Bacillus globisporus)	1459
A0A1S1Z597	E-value: 23E-57;	Score: 500;	Ident.: 33.8%		unreviewed	Flammeovirga pacifica	915059
A0A1W6MLK6	E-value: 24E-57;	Score: 501;	Ident.: 35.5%		unreviewed	Nonlabens spongiae	331648
A0A2D9IN41	E-value: 24E-57;	Score: 499;	Ident.: 34.2%		unreviewed	Euryarchaeota archaeon	2026739
A0A0Q0XG11	E-value: 26E-57;	Score: 500;	Ident.: 32.7%		unreviewed	Flagellimonas eckloniae	346185
A0A2E1AU82	E-value: 26E-57;	Score: 500;	Ident.: 33.2%		unreviewed	Muricauda sp.	192149
A0A317M6B2	E-value: 26E-57;	Score: 500;	Ident.: 33.8%		unreviewed	Chitinophaga sp. S165	2135462
A0A0R2SMC9	E-value: 27E-57;	Score: 500;	Ident.: 33.8%		unreviewed	Cryomorphaceae bacterium BACL23 MAG-120924-bin60	1655594
A0A1C1CRM1	E-value: 27E-57;	Score: 503;	Ident.: 33.8%		unreviewed	Cladophialophora carrionii	86049
A0A1Q8A1U1	E-value: 30E-57;	Score: 495;	Ident.: 35.5%		unreviewed	Bacteriodetes bacterium 13_1_20CM_4_60_6	1805031
A0A1I1MER8	E-value: 31E-57;	Score: 499;	Ident.: 34.5%		unreviewed	Bacillus sp. UNCCL81	1502755
A0A2A8MHK9	E-value: 31E-57;	Score: 499;	Ident.: 34.5%		unreviewed	Bacillus sp. AFS001701	2033480
A0A2B1GQ59	E-value: 31E-57;	Score: 499;	Ident.: 34.5%		unreviewed	Bacillus sp. AFS077874	2033513
A0A0Q3W7G8	E-value: 31E-57;	Score: 499;	Ident.: 34.5%		unreviewed	Bacillus sp. FJAT-25509	1712029
A0A1E2VYS3	E-value: 31E-57;	Score: 499;	Ident.: 34.5%		unreviewed	Bacillus luciferensis	178774
A0A2A9RWJ7	E-value: 31E-57;	Score: 499;	Ident.: 34.5%		unreviewed	Bacillus sp. AFS088145	2033514
A0A2C3IZU5	E-value: 31E-57;	Score: 499;	Ident.: 34.5%		unreviewed	Bacillus sp. AFS029533	2033494
A0A2A7IBB5	E-value: 31E-57;	Score: 499;	Ident.: 34.5%		unreviewed	Bacillus sp. AFS096315	2033517
A0A2I0QBW1	E-value: 32E-57;	Score: 500;	Ident.: 35.0%		unreviewed	Bacteroidetes bacterium HGW-Bacteroidetes-18	2013686
C2W354	E-value: 32E-57;	Score: 499;	Ident.: 33.5%		unreviewed	Bacillus cereus Rock3-44	526986
A0A2B0WA45	E-value: 32E-57;	Score: 499;	Ident.: 33.8%		unreviewed	Bacillus anthracis	1392
A0A2B8IWY0	E-value: 32E-57;	Score: 499;	Ident.: 33.8%		unreviewed	Bacillus anthracis	1392
A0A2A8RUD8	E-value: 32E-57;	Score: 499;	Ident.: 33.5%		unreviewed	Bacillus cereus	1396
A0A164CSD6	E-value: 32E-57;	Score: 499;	Ident.: 33.8%		unreviewed	Bacillus cereus	1396
A0A2B1YKH4	E-value: 32E-57;	Score: 499;	Ident.: 33.5%		unreviewed	Bacillus cereus	1396
A0A2N9MYT0	E-value: 34E-57;	Score: 499;	Ident.: 34.4%		unreviewed	Candidatus Sulfopaludibacter sp. SbA3	2043164
A0A1Y0H881	E-value: 34E-57;	Score: 498;	Ident.: 34.0%		unreviewed	Armatimonadetes bacterium Uphvl-Ar2	2004468
A0A2D6USD6	E-value: 34E-57;	Score: 498;	Ident.: 33.1%		unreviewed	Euryarchaeota archaeon	2026739
A0A2E8N6E7	E-value: 35E-57;	Score: 499;	Ident.: 33.5%		unreviewed	Rickettsiales bacterium	2026788
A0A1N7J4I6	E-value: 35E-57;	Score: 499;	Ident.: 35.2%		unreviewed	Chryseobacterium joostei	112234
A0A1M4STT1	E-value: 35E-57;	Score: 499;	Ident.: 34.9%		unreviewed	Chryseobacterium arachidis	1416778
A0A075R8T7	E-value: 35E-57;	Score: 498;	Ident.: 34.1%		unreviewed	Brevibacillus laterosporus LMG 15441	1042163
H0UAU4	E-value: 35E-57;	Score: 498;	Ident.: 34.1%		unreviewed	Brevibacillus laterosporus GI-9	1118154
A0A0Q3WHV6	E-value: 35E-57;	Score: 498;	Ident.: 34.6%		unreviewed	Brevibacillus choshinensis	54911
A0A2P7T2G1	E-value: 35E-57;	Score: 498;	Ident.: 34.6%		unreviewed	Brevibacillus brevis (Bacillus brevis)	1393
A0A2Z4MM70	E-value: 35E-57;	Score: 498;	Ident.: 34.6%		unreviewed	Brevibacillus brevis (Bacillus brevis)	1393
A0A2S5H258	E-value: 35E-57;	Score: 498;	Ident.: 34.6%		unreviewed	Brevibacillus laterosporus (Bacillus laterosporus)	1465
A0A1A5XP92	E-value: 35E-57;	Score: 498;	Ident.: 36.6%		unreviewed	Brevibacillus sp. WF146	319501
C7PUU0	E-value: 37E-57;	Score: 499;	Ident.: 34.7%		unreviewed	Chitinophaga pinensis (strain ATCC 43595 / DSM 2588 / NCIB 11800 / UQM 2034)	485918
A0A2N0U201	E-value: 39E-57;	Score: 499;	Ident.: 34.2%		unreviewed	Salegentibacter salarius	435906
A0A1G9NQ83	E-value: 44E-57;	Score: 498;	Ident.: 35.2%		unreviewed	Bacillus sp. OK048	1882761
K9EPT9	E-value: 44E-57;	Score: 498;	Ident.: 35.1%		unreviewed	Leptolyngbya sp. PCC 7375	102129
A0A242YSS7	E-value: 45E-57;	Score: 498;	Ident.: 33.8%		unreviewed	Bacillus thuringiensis serovar balearica	180879
A0A073K7E4	E-value: 45E-57;	Score: 498;	Ident.: 33.2%		unreviewed	Bacillus gaemokensis	574375
